,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
268,Maruti,Baleno,4,30000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,6.2,8.78
269,Hyundai,Verna,8,50000.0,Individual,Petrol,Manual,17.01,1591,121.3,5,5.1,12.08
270,Maruti,Eeco,8,20000.0,Individual,Petrol,Manual,15.37,1196,73.0,5,3.75,4.86
271,Maruti,Swift Dzire,4,19843.0,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.2,8.39
273,Toyota,Innova,4,52300.0,Dealer,Diesel,Manual,13.68,2393,147.51,7,14.5,24.9
274,Honda,City,5,40000.0,Individual,Petrol,Automatic,18.0,1497,117.3,5,8.45,14.205
275,Maruti,Swift Dzire,7,61500.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.9,8.329472891566265
276,Honda,Amaze,6,59000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,3.95,8.47
277,Hyundai,Grand,3,40000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,4.5,7.17
279,Hyundai,Grand,8,61000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.25,6.525
280,Mahindra,KUV,5,70000.0,Individual,Diesel,Manual,25.32,1198,77.0,6,3.5,7.8038333333333325
281,Mahindra,XUV500,8,63000.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.5,19.91
283,Maruti,Swift Dzire,4,22000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,7.5,8.329472891566265
284,Honda,City,11,57977.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.99,15.192078825347759
287,Maruti,Ertiga,7,48242.0,Dealer,Diesel,Manual,20.77,1248,88.76,7,5.24,10.38372
288,Ford,Figo,9,68000.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,1.69,8.955
289,Maruti,Ertiga,7,40000.0,Individual,Diesel,Manual,20.77,1248,88.8,7,5.0,10.38372
291,Maruti,Swift Dzire,8,113450.0,Individual,Diesel,Manual,23.4,1248,74.0,5,3.8,8.329472891566265
292,Maruti,Wagon R,3,80000.0,Individual,Petrol,Automatic,20.51,998,67.0,5,4.0,6.05
293,Hyundai,Santro,1,1000.0,Dealer,Petrol,Automatic,20.3,1086,68.0,5,5.65,6.4
294,Maruti,Wagon R,6,20292.0,Dealer,Petrol,Manual,20.51,998,67.04,5,3.35,6.185586145648313
295,Mahindra,Scorpio,11,67900.0,Dealer,Diesel,Manual,12.05,2179,120.0,7,3.0,17.45
296,Mahindra,Scorpio,6,40000.0,Dealer,Diesel,Manual,15.4,1997,120.0,7,10.51,17.51
297,Hyundai,Grand,4,60000.0,Individual,Diesel,Manual,24.0,1186,73.97,5,5.1,7.071195054945055
298,Renault,KWID,3,25000.0,Individual,Petrol,Automatic,24.04,999,67.0,5,3.7,5.05
299,Maruti,Wagon R,15,70000.0,Individual,Petrol,Manual,18.9,998,67.1,5,2.0,6.02
300,Maruti,Baleno,3,21000.0,Individual,Diesel,Manual,27.39,1248,74.0,5,6.25,8.69356846473029
301,Mahindra,Scorpio,3,39000.0,Dealer,Diesel,Manual,16.36,2179,140.0,7,12.9,17.51
302,Hyundai,Creta,4,30000.0,Dealer,Petrol,Manual,15.8,1591,121.3,5,8.9,16.307285714285715
303,Hyundai,Verna,9,61000.0,Dealer,Diesel,Manual,22.32,1582,126.3,5,4.2,15.69
304,Maruti,Swift,4,5743.0,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,5.0,7.51
305,Hyundai,Grand,3,24200.0,Individual,Petrol,Manual,18.9,1197,81.86,5,6.0,7.071195054945055
306,Maruti,Baleno,4,57000.0,Individual,Diesel,Manual,27.39,1248,74.0,5,5.9,8.69356846473029
307,Hyundai,i10,10,58000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,1.9,7.138266666666667
308,Datsun,GO,4,15000.0,Individual,Petrol,Manual,19.44,1198,67.0,7,5.0,6.415
309,Maruti,Celerio,4,10000.0,Individual,Petrol,Manual,23.1,998,67.04,5,4.5,5.983255208333333
310,Mahindra,XUV500,6,100000.0,Individual,Diesel,Manual,15.1,2179,140.0,7,6.5,19.945
312,Maruti,Wagon R,1,10000.0,Individual,Petrol,Manual,20.52,1197,81.8,5,5.0,6.05
313,Maruti,Alto,12,43000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.4,4.112027027027027
314,Honda,Amaze,8,64000.0,Dealer,CNG,Manual,18.0,1198,86.7,5,3.49,9.339840255591055
315,Maruti,Wagon R,7,30000.0,Individual,Petrol,Manual,20.51,998,67.06,5,3.25,6.24
316,Honda,City,7,63000.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,4.35,14.74
317,Maruti,Celerio,3,28000.0,Dealer,CNG,Manual,31.79,998,58.33,5,4.55,5.983255208333333
319,Honda,City,4,32226.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,7.55,14.74
320,Maruti,Alto,7,65000.0,Individual,Petrol,Manual,23.95,998,67.05,5,2.45,4.112027027027027
321,Kia,Seltos,2,14000.0,Dealer,Diesel,Manual,20.8,1493,113.4,5,13.5,16.10222222222222
322,Renault,KWID,3,15000.0,Individual,Petrol,Automatic,24.04,999,67.0,5,3.1,5.185
324,Maruti,Swift Dzire,3,32000.0,Dealer,Diesel,Manual,19.3,1248,73.9,5,6.75,8.329472891566265
325,Maruti,Wagon R,2,30000.0,Individual,Petrol,Manual,20.52,1197,81.8,5,5.0,6.345
326,Hyundai,i10,11,25000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,3.0,7.138266666666667
327,Mahindra,Scorpio,5,35000.0,Individual,Diesel,Automatic,15.4,2179,120.0,7,14.5,17.795
328,Mahindra,Scorpio,8,140000.0,Individual,Diesel,Manual,12.05,2179,120.0,8,5.3,16.995
329,Ford,Ecosport,7,65597.0,Trustmark Dealer,Diesel,Manual,22.7,1498,89.84,5,5.75,11.965
330,Hyundai,i20,4,35000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,5.5,10.715
331,Maruti,Ciaz,7,160000.0,Individual,Diesel,Manual,26.21,1248,88.5,5,5.0,11.595719424460432
332,Maruti,Baleno,1,7124.0,Individual,Petrol,Manual,21.01,1197,81.8,5,6.43,8.675
333,Ford,Ecosport,2,15000.0,Individual,Petrol,Manual,18.1,999,123.24,5,10.0,11.105
334,Hyundai,Grand,5,34000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,5.5,6.915
335,Volkswagen,Vento,10,280000.0,Individual,Diesel,Manual,20.54,1598,103.6,5,3.0,13.294659090909091
336,Tata,Tigor,3,40000.0,Individual,Petrol,Manual,20.3,1199,84.0,5,4.7,7.505
337,Honda,City,7,77000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.25,15.245
338,Datsun,GO,4,15000.0,Individual,Petrol,Manual,19.44,1198,67.0,7,4.69,6.415
339,Maruti,Alto,9,60000.0,Individual,Petrol,Manual,20.92,998,67.1,5,2.1,4.112027027027027
340,Maruti,Alto,8,120000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.0,4.13
341,Renault,KWID,2,2500.0,Individual,Petrol,Manual,23.01,999,67.0,5,4.0,4.67
343,Maruti,Celerio,5,46500.0,Individual,Petrol,Manual,23.1,998,67.04,5,3.4,5.615
344,Maruti,Alto,16,5000.0,Individual,Petrol,Manual,19.7,796,46.3,5,0.95,4.112027027027027
345,Maruti,Swift,9,68000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,3.81,7.746715686274511
347,Maruti,Swift Dzire,4,20000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,7.0,8.329472891566265
348,Maruti,Ciaz,4,106000.0,Dealer,Diesel,Manual,28.09,1248,88.5,5,6.75,11.595719424460432
349,Honda,City,6,28000.0,Dealer,Petrol,Automatic,18.0,1497,117.3,5,6.7,14.74
350,Mahindra,XUV500,3,50000.0,Individual,Diesel,Manual,16.0,2179,140.0,7,10.5,19.945
352,Honda,City,10,55000.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,3.6,14.74
353,Ford,Figo,4,53000.0,Individual,Diesel,Manual,25.83,1498,99.0,5,4.0,8.79
354,Hyundai,Verna,7,89000.0,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.7,14.685
355,Maruti,Alto,3,22000.0,Individual,Petrol,Manual,24.7,796,47.3,5,3.04,3.99
356,Honda,City,7,69000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,4.9,15.675
357,Mahindra,Scorpio,5,155000.0,Individual,Diesel,Manual,15.4,1997,120.0,7,8.64,17.51
358,Mahindra,XUV500,8,85000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,4.8,19.91
359,Maruti,Wagon R,2,3600.0,Dealer,Petrol,Automatic,20.52,1197,81.8,5,5.75,6.135
360,Maruti,Baleno,2,5000.0,Individual,Petrol,Automatic,21.4,1197,83.1,5,6.86,8.675
361,Toyota,Innova,6,143000.0,Dealer,Diesel,Manual,12.99,2494,100.0,7,7.8,24.861428571428572
363,MG,Hector,2,28000.0,Dealer,Diesel,Manual,17.41,1956,167.68,5,16.99,19.37
364,Maruti,Swift,2,44000.0,Individual,Diesel,Manual,28.4,1248,74.0,5,8.0,7.746715686274511
365,Maruti,Baleno,3,10000.0,Individual,Petrol,Automatic,21.4,1197,83.1,5,6.8,8.675
367,Toyota,Innova,9,187031.0,Dealer,Diesel,Manual,12.99,2494,100.0,8,5.25,24.861428571428572
368,Ford,Ecosport,2,22346.0,Dealer,Petrol,Manual,17.0,1497,121.36,5,9.55,11.16
369,Hyundai,i20,9,120000.0,Individual,Diesel,Manual,21.9,1396,90.0,5,3.5,9.94
370,Maruti,Vitara,1,1000.0,Dealer,Petrol,Manual,17.03,1462,103.26,5,8.0,10.73
371,Maruti,Alto,16,56700.0,Individual,Petrol,Manual,19.7,796,46.3,5,0.75,4.112027027027027
372,Mahindra,XUV500,6,170000.0,Individual,Diesel,Manual,16.0,2179,140.0,7,8.25,19.945
373,Mahindra,Marazzo,2,60000.0,Individual,Diesel,Manual,17.3,1497,121.0,8,14.76,14.78
374,Honda,Jazz,3,40000.0,Dealer,Petrol,Automatic,18.2,1199,88.7,5,6.7,9.785
375,Maruti,Alto,9,28000.0,Dealer,Petrol,Manual,19.7,796,46.3,5,1.8,4.112027027027027
376,Hyundai,Grand,4,35000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,4.9,6.525
377,Maruti,Baleno,4,20000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,5.5,8.69356846473029
378,Hyundai,i10,7,40000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,3.5,7.138266666666667
379,Toyota,Innova,2,35000.0,Individual,Diesel,Manual,13.68,2393,147.8,8,15.0,24.55
380,Ford,Figo,9,74000.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,1.9,9.21
381,Renault,Duster,7,46500.0,Individual,Diesel,Manual,20.45,1461,83.8,5,4.6,14.16888888888889
382,Maruti,Swift,2,8000.0,Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.5,7.51
383,Maruti,Ciaz,5,120000.0,Individual,Diesel,Manual,28.09,1248,88.5,5,7.0,11.595719424460432
384,Maruti,Swift,4,34000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,4.55,7.51
385,Maruti,Swift,7,54000.0,Dealer,Petrol,Manual,22.0,1197,81.8,5,3.65,7.51
386,Maruti,Swift Dzire,7,11275.0,Dealer,Petrol,Manual,19.1,1197,85.8,5,4.7,8.24
388,Maruti,Swift,9,48000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0,7.746715686274511
389,Renault,Duster,6,68000.0,Dealer,Diesel,Manual,19.87,1461,83.8,5,5.5,14.16888888888889
390,Honda,Civic,2,23000.0,Dealer,Petrol,Automatic,13.9,1799,130.2,5,15.19,22.735
391,Maruti,Swift Dzire,3,31500.0,Individual,Diesel,Automatic,28.4,1248,74.02,5,7.4,8.329472891566265
392,Honda,Amaze,8,73000.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.25,10.07
393,Hyundai,Grand,1,10000.0,Individual,Petrol,Automatic,20.7,1197,81.86,5,6.0,7.28
394,Honda,Amaze,8,208000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,3.0,9.84
395,Hyundai,i10,11,30000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,3.0,7.17
396,Maruti,Wagon R,5,83000.0,Dealer,CNG,Manual,26.6,998,58.16,5,3.45,6.02
397,Mahindra,Scorpio,3,60000.0,Individual,Diesel,Manual,15.4,2523,75.0,7,9.0,17.51
398,Mahindra,XUV500,5,83000.0,Dealer,Diesel,Manual,16.0,1997,140.0,7,10.25,19.39
399,Isuzu,D-Max,4,58132.0,Dealer,Diesel,Manual,12.4,2499,134.0,5,14.5,21.765
400,Maruti,Swift,6,34000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,4.0,7.515
401,Honda,Amaze,7,45120.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.67,9.975
402,Hyundai,Grand,2,15000.0,Individual,Petrol,Automatic,18.9,1197,81.86,5,5.35,7.295
403,Maruti,Ertiga,2,15000.0,Individual,Petrol,Manual,19.34,1462,103.0,7,8.05,10.375
404,MG,Hector,1,1000.0,Dealer,Petrol,Manual,15.81,1451,141.0,5,14.88,17.845
405,Hyundai,i10,9,64000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,2.5,7.138266666666667
407,Maruti,Vitara,5,65000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,6.75,10.815
408,Maruti,Swift,6,84000.0,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.25,7.746715686274511
409,Maruti,Alto,6,33000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.6,4.112027027027027
410,Honda,City,5,55670.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,7.0,14.645
411,Maruti,Baleno,4,50000.0,Individual,Diesel,Manual,27.39,1248,74.0,5,5.6,8.69356846473029
412,Hyundai,Verna,15,148000.0,Individual,Diesel,Manual,16.8,1493,110.0,5,1.55,15.465
414,Maruti,Ertiga,2,18000.0,Dealer,Petrol,Manual,19.01,1462,103.26,7,8.0,10.34
416,Hyundai,Grand,6,10000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,3.5,7.34
417,Toyota,Innova,5,40000.0,Individual,Diesel,Manual,13.68,2393,147.8,8,13.8,23.525
418,Mahindra,Scorpio,6,50000.0,Individual,Diesel,Manual,15.4,2179,120.0,7,10.0,16.39
419,Maruti,Ertiga,3,50000.0,Individual,Petrol,Manual,17.5,1373,91.1,7,7.0,10.1
420,Maruti,Swift Dzire,12,76963.0,Individual,Petrol,Manual,17.5,1298,85.8,5,2.3,8.24
422,Maruti,Alto,5,45000.0,Dealer,CNG,Manual,30.46,796,47.3,5,3.5,4.92
423,Maruti,Baleno,3,25000.0,Individual,Diesel,Manual,27.39,1248,74.0,5,8.25,8.69356846473029
424,Renault,KWID,3,10103.0,Dealer,Petrol,Manual,25.17,799,53.3,5,3.25,4.605
426,Mahindra,XUV500,7,47240.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,8.0,19.945
427,Maruti,Celerio,2,30000.0,Individual,Petrol,Manual,23.1,998,67.04,5,4.0,5.875
428,Toyota,Innova,3,58000.0,Dealer,Diesel,Manual,13.68,2393,147.51,7,17.5,24.9
430,Hyundai,i20,6,35213.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,5.35,11.16
431,Hyundai,Grand,6,35000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,3.56,7.34
432,Mahindra,XUV500,9,92000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,5.5,20.01618556701031
433,Maruti,Eeco,3,34500.0,Dealer,CNG,Manual,21.94,1196,61.7,5,3.6,5.74
434,Maruti,Ertiga,4,50000.0,Individual,Diesel,Manual,24.52,1248,88.5,7,7.0,10.38372
435,Hyundai,Grand,5,30000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,3.9,6.985
437,Mahindra,XUV500,4,60000.0,Individual,Diesel,Automatic,16.0,2179,140.0,7,11.5,19.39
438,Maruti,Wagon R,10,83000.0,Dealer,Petrol,Manual,18.9,998,67.1,5,1.8,5.95
439,Skoda,Rapid,7,70000.0,Dealer,Petrol,Manual,15.0,1598,103.52,5,4.25,12.005
440,Ford,Freestyle,2,50000.0,Individual,Petrol,Manual,19.0,1194,94.68,5,6.5,7.88
441,Maruti,Swift,9,60000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0,7.746715686274511
442,Honda,City,12,51000.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.75,14.74
443,Maruti,Alto,10,40000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.7,4.112027027027027
446,Maruti,Alto,7,70000.0,Individual,Petrol,Manual,23.95,998,67.05,5,2.5,4.112027027027027
447,Maruti,Swift,8,70000.0,Individual,Petrol,Manual,18.6,1197,85.8,5,3.5,7.825
448,Hyundai,i20,5,50000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,4.8,9.495
449,Maruti,Swift Dzire,4,30000.0,Dealer,Petrol,Automatic,21.21,1197,81.8,5,6.9,8.24
450,Maruti,Ciaz,6,60000.0,Individual,Diesel,Manual,26.21,1248,88.5,5,6.7,11.595719424460432
451,Maruti,Alto,10,50000.0,Individual,Petrol,Manual,20.92,998,67.1,5,2.5,4.112027027027027
452,Mahindra,Scorpio,4,42000.0,Dealer,Diesel,Manual,15.4,2523,75.0,7,9.35,17.309853556485354
453,Hyundai,Verna,2,15000.0,Individual,Petrol,Manual,17.0,1591,121.3,5,10.3,13.275
454,Maruti,Wagon R,16,33650.0,Individual,Petrol,Manual,18.9,998,67.1,5,1.1,6.165
455,Hyundai,i20,6,35000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,4.7,10.33
456,Maruti,Swift,6,30000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,3.7,7.51
457,Maruti,Celerio,3,100000.0,Individual,Petrol,Automatic,23.1,998,67.04,5,4.5,5.8
458,Maruti,Wagon R,5,58000.0,Dealer,CNG,Manual,26.2,998,58.2,5,2.75,6.005
459,Maruti,Swift Dzire,2,4000.0,Individual,Petrol,Automatic,21.21,1197,81.8,5,7.31,8.69
460,Maruti,Wagon R,5,60000.0,Individual,Petrol,Manual,20.51,998,67.04,5,3.8,6.24
461,Tata,Nexon,3,60000.0,Individual,Diesel,Manual,21.5,1497,108.5,5,9.0,12.565
462,Honda,Amaze,5,34000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,5.0,8.47
463,Datsun,GO,4,42000.0,Individual,Petrol,Manual,20.63,1198,67.06,5,3.3,6.04
464,Tata,Hexa,3,60000.0,Individual,Diesel,Manual,17.6,2179,153.86,7,14.0,14.1
465,Hyundai,Verna,8,80000.0,Individual,Diesel,Manual,22.32,1582,126.3,5,5.4,15.465
466,Mahindra,Bolero,13,120000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,3.75,9.7
468,Ford,Ecosport,5,35200.0,Dealer,Petrol,Automatic,14.7,1496,120.69,5,7.25,11.095
469,Hyundai,i20,1,3700.0,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,7.65,10.72
470,Maruti,Wagon R,5,25000.0,Individual,Petrol,Manual,20.51,998,67.04,5,3.8,6.24
472,Mahindra,XUV500,8,50000.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.21,20.01618556701031
473,Maruti,Swift Dzire,2,15000.0,Individual,Petrol,Manual,21.21,1197,81.8,5,6.0,8.585
474,Mahindra,XUV300,2,30000.0,Individual,Petrol,Manual,17.0,1197,110.0,5,11.3,11.285
475,Maruti,Swift Dzire,1,35000.0,Individual,Petrol,Manual,21.21,1197,81.8,5,6.7,8.329472891566265
477,Honda,Amaze,6,70000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,3.5,10.07
478,Maruti,Swift Dzire,6,84003.0,Individual,Diesel,Manual,26.59,1248,74.0,5,5.3,8.329472891566265
479,Mahindra,Thar,4,55000.0,Dealer,Diesel,Manual,16.55,2498,105.0,6,8.5,15.835
480,Maruti,Alto,5,42000.0,Dealer,CNG,Manual,33.44,796,40.3,4,2.6,4.91
481,Maruti,Alto,8,31000.0,Dealer,Petrol,Manual,20.92,998,67.1,5,2.3,4.112027027027027
482,Ford,Ecosport,8,80000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.75,11.965
483,Tata,Nexon,2,6000.0,Individual,Petrol,Manual,17.0,1198,108.5,5,7.5,10.985
486,Honda,Jazz,4,30000.0,Dealer,Petrol,Manual,18.7,1199,88.7,5,5.25,9.735
487,Hyundai,i20,7,10000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,5.35,10.625
488,Maruti,Dzire VXI,5,62150.0,Dealer,Petrol,Manual,23.26,1197,88.5,5,4.85,8.575
489,Mahindra,XUV500,6,47300.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,7.45,19.91
490,Ford,Aspire,6,63000.0,Dealer,Diesel,Manual,25.83,1498,99.0,5,4.75,9.815
491,Hyundai,Grand,7,80000.0,Individual,Diesel,Manual,24.0,1120,70.0,5,3.0,7.071195054945055
493,Maruti,Alto,5,71000.0,Dealer,Petrol,Manual,24.7,796,47.3,5,2.99,4.112027027027027
494,Maruti,Ertiga,4,52000.0,Dealer,Diesel,Manual,24.52,1248,88.5,7,6.95,10.38372
495,Hyundai,i20,8,70000.0,Individual,Petrol,Manual,18.5,1197,82.85,5,4.0,10.33
496,Hyundai,Grand,1,20000.0,Individual,Petrol,Manual,20.7,1197,81.86,5,6.5,7.63
497,Hyundai,Grand,6,70000.0,Individual,Diesel,Manual,24.0,1120,70.0,5,4.55,7.071195054945055
498,Maruti,Wagon R,13,100000.0,Individual,Petrol,Manual,18.9,1061,67.0,5,1.5,6.165
499,Honda,Amaze,3,50000.0,Individual,Petrol,Manual,17.8,1198,86.7,5,5.5,8.44
500,Hyundai,i20,6,67000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,5.0,11.415
501,Hyundai,Verna,8,70000.0,Dealer,Diesel,Manual,22.32,1582,126.3,5,3.65,14.583057553956834
502,Honda,Amaze,2,21100.0,Dealer,Petrol,Automatic,18.1,1199,88.7,5,7.75,8.47
503,Hyundai,Grand,6,50000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,3.1,6.985
504,Hyundai,Venue,2,27594.0,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,9.95,10.905
505,Hyundai,i10,9,70000.0,Individual,Petrol,Manual,19.81,1086,68.05,5,1.9,7.138266666666667
506,Toyota,Innova,5,37000.0,Dealer,Diesel,Automatic,11.36,2755,171.5,7,15.75,24.9
507,Honda,WR-V,2,25000.0,Individual,Petrol,Manual,17.5,1199,88.7,5,9.06,10.49
508,Ford,Ecosport,4,35000.0,Individual,Diesel,Manual,23.0,1498,98.96,5,7.85,12.085
509,Maruti,Alto,10,11266.0,Dealer,Petrol,Manual,20.92,998,67.1,5,2.35,4.112027027027027
510,Maruti,XL6,2,12005.0,Dealer,Petrol,Automatic,17.99,1462,103.2,6,12.0,12.46
511,Mahindra,Bolero,8,80000.0,Individual,Diesel,Manual,15.96,2523,62.1,7,4.7,9.93
512,Honda,City,10,119000.0,Individual,Petrol,Manual,17.0,1497,118.0,5,4.0,14.205
513,Kia,Seltos,1,3500.0,Dealer,Petrol,Automatic,16.8,1497,113.4,5,14.9,15.89
514,Maruti,Baleno,2,11000.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.35,8.55
515,Skoda,Rapid,5,47612.0,Dealer,Diesel,Manual,21.13,1498,108.6,5,5.9,12.28091836734694
516,Renault,KWID,5,41000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.35,4.585
517,Hyundai,Creta,2,21000.0,Dealer,Petrol,Manual,15.8,1591,121.3,5,12.5,16.085
518,Maruti,Wagon R,6,120000.0,Individual,Petrol,Manual,20.51,998,67.04,5,3.0,6.05
520,Maruti,Swift,1,10000.0,Individual,Petrol,Manual,21.21,1197,81.8,5,6.15,7.825
521,Renault,KWID,5,50000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.5,4.855
522,Mahindra,XUV500,6,42000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,9.25,19.945
523,Maruti,Swift Dzire,2,14000.0,Dealer,Diesel,Manual,19.3,1248,73.9,5,7.25,8.329472891566265
524,Renault,KWID,3,10000.0,Individual,Petrol,Manual,23.01,999,67.0,5,3.5,5.05
525,Maruti,Wagon R,4,70000.0,Individual,Petrol,Manual,20.51,998,67.04,5,3.6,6.24
526,Honda,City,6,70000.0,Individual,Diesel,Manual,25.1,1498,98.6,5,7.0,15.245
527,Mahindra,XUV500,3,50000.0,Individual,Diesel,Automatic,15.1,2179,152.87,7,13.0,19.975
528,Volkswagen,Polo,10,64471.0,Dealer,Petrol,Manual,15.26,1598,103.5,5,2.85,9.18
529,Maruti,Wagon R,17,50000.0,Individual,Petrol,Manual,18.9,998,67.1,5,0.62,6.24
530,Maruti,Ignis,3,20000.0,Individual,Petrol,Automatic,20.89,1197,81.8,5,5.5,7.074298245614036
531,Honda,Amaze,4,33869.0,Dealer,Petrol,Manual,17.8,1198,86.7,5,5.27,8.47
532,Mahindra,Bolero,9,63497.0,Individual,Diesel,Manual,15.96,2523,62.1,7,3.96,9.87
533,Maruti,Swift Dzire,7,70000.0,Individual,Petrol,Manual,19.1,1197,85.8,5,3.84,8.585
534,Hyundai,i10,12,67000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,2.1,7.138266666666667
535,Maruti,Swift,6,50000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,5.0,7.746715686274511
536,Datsun,RediGO,3,20000.0,Individual,Petrol,Manual,22.7,799,53.64,5,2.1,4.3
537,Hyundai,Verna,9,57000.0,Dealer,Petrol,Manual,17.01,1591,121.3,5,4.25,13.53
538,Mahindra,Bolero,10,30000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,4.25,9.87
539,Maruti,Swift Dzire,3,80000.0,Individual,Diesel,Automatic,28.4,1248,74.02,5,4.95,8.329472891566265
540,Maruti,Alto,5,50000.0,Individual,Petrol,Manual,24.7,796,47.3,5,2.2,4.055
541,Tata,Safari,10,190000.0,Individual,Diesel,Manual,11.57,2179,138.1,7,2.18,18.13
542,Mahindra,Bolero,3,60000.0,Individual,Diesel,Manual,15.96,2523,62.1,7,7.5,9.87
543,Maruti,Ciaz,4,60000.0,Dealer,Petrol,Automatic,19.12,1373,91.1,5,7.15,11.52
545,Maruti,Alto,1,5000.0,Individual,Petrol,Manual,22.05,796,47.3,5,3.5,4.055
546,Renault,KWID,2,25000.0,Individual,Petrol,Manual,25.17,799,53.3,5,3.0,5.05
547,Maruti,Alto,11,100000.0,Individual,Petrol,Manual,20.92,998,67.1,5,1.68,4.112027027027027
550,Maruti,Swift Dzire,9,120000.0,Individual,Diesel,Manual,19.3,1248,73.9,5,3.5,8.329472891566265
551,Hyundai,Verna,8,76300.0,Individual,Diesel,Manual,22.32,1582,126.32,5,4.8,14.705
552,Renault,KWID,2,10000.0,Individual,Petrol,Automatic,24.04,999,67.0,5,4.0,5.185
553,Hyundai,Grand,2,36000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.95,6.525
554,Mahindra,KUV,5,26000.0,Individual,Petrol,Manual,18.15,1198,82.0,6,4.2,7.885
555,Maruti,Swift Dzire,3,100000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,5.31,8.329472891566265
556,Ford,Ecosport,2,4000.0,Individual,Petrol,Manual,17.0,1497,121.36,5,8.0,11.095
557,Maruti,Swift Dzire,6,86000.0,Individual,Diesel,Manual,26.59,1248,74.0,5,5.5,8.329472891566265
